,speed,rpm,load
8327,42,1908,23
8328,42,1842,23
8331,12,890,40
8332,7,910,43
8333,2,918,42
8334,2,918,40
8335,2,774,57
8343,4,1179,50
8344,12,1511,41
8345,12,965,59
8346,18,1263,50
8347,20,1440,35
8348,23,1619,35
8349,26,1821,34
8350,26,1228,34
8351,26,1179,39
8353,21,957,46
8354,15,864,50
8355,5,910,45
8356,2,889,54
8357,4,944,69
8358,11,813,74
8359,4,916,41
8360,1,890,57
8361,6,941,65
8362,12,951,65
8363,12,916,43
8364,9,907,44
8365,14,942,38
8366,13,940,43
8367,11,892,49
8368,10,892,40
8369,14,973,53
8370,12,871,37
8371,10,909,42
8372,10,909,42
8373,1,919,41
8374,1,919,41
8377,1,922,49
8378,1,922,49
8379,4,917,50
8380,5,931,42
8381,5,915,42
8382,6,938,49
8383,6,923,43
8384,11,1373,43
8385,10,870,2
8386,7,851,60
8387,11,941,76
8388,16,1073,46
8390,25,1756,34
8391,27,1882,28
8392,27,1887,21
8393,27,1927,30
8394,27,1975,32
8395,28,1958,12
8398,13,804,33
8399,5,898,36
8400,6,863,72
8401,14,969,78
8402,19,1353,45
8403,23,1645,30
8404,25,1774,30
8405,26,1865,30
8406,26,1865,30
8407,27,1906,29
8408,27,1906,29
8409,27,1906,29
8410,26,1841,12
8411,26,1841,12
8412,23,1607,4
8413,23,1607,4
8414,22,1566,30
8415,24,1716,29
8416,26,1853,34
8417,28,1940,28
8418,29,2000,31
8419,27,1863,13
8420,27,1863,13
8421,27,1863,13
8422,27,1863,13
8423,26,1816,18
8424,25,1771,28
8425,26,1819,20
8426,24,1681,7
8427,15,881,27
8428,9,898,38
8429,6,915,38
8430,7,874,61
8431,9,901,61
8432,14,938,37
8433,14,997,57
8434,14,1010,52
8435,15,1058,42
8436,12,846,29
8437,10,912,37
8438,6,914,38
8441,2,918,39
8454,8,1289,50
8455,11,1289,92
8456,13,966,60
8458,14,919,68
8459,14,919,68
8460,19,1325,44
8462,17,1200,8
8463,13,920,30
8464,13,926,42
8465,10,922,39
8466,13,940,78
8467,17,1239,48
8468,18,1285,26
8469,15,825,36
8470,13,896,41
8471,11,915,42
8472,11,813,70
8473,14,969,51
8474,16,1112,56
8475,17,1192,27
8476,16,1118,22
8477,17,1198,51
8478,19,1380,36
8479,21,1489,33
8480,21,1502,9
8482,18,1264,43
8483,20,1414,25
8484,19,1347,7
8485,16,1176,37
8486,18,1298,34
8487,20,1397,31
8488,19,1316,8
8489,17,1178,47
8490,21,1460,29
8492,13,917,79
8493,17,1207,42
8494,17,1216,27
8495,16,1106,23
8496,17,1190,33
8497,14,984,15
8498,14,970,72
8499,17,1222,45
8500,17,1222,45
8501,19,1324,38
8502,20,1407,30
8503,21,1453,19
8504,21,1485,25
8505,18,1257,3
8506,14,921,38
8507,13,933,48
8508,13,930,2
8509,16,1164,65
8511,21,1477,37
8512,21,1477,37
8513,20,1408,10
8514,20,1408,10
8515,19,1293,9
8516,19,1280,9
8518,17,1164,15
8519,17,1164,15
8521,19,1350,56
8522,19,1684,40
8523,26,1856,36
8524,28,1993,49
8525,28,1292,35
8526,28,1292,35
8527,32,1431,48
8528,32,1448,27
8529,32,1427,35
8530,32,1453,49
8531,33,1480,50
8532,34,1541,38
8533,33,1497,46
8534,36,1623,46
8535,34,1547,57
8536,39,1766,60
8537,38,1712,35
8538,36,1625,37
8539,35,1592,32
8540,34,1533,10
8542,30,1362,41
8543,31,1383,19
8546,23,1070,18
8547,26,1206,34
8548,32,1458,49
8549,39,1762,23
8550,40,1823,5
8551,41,1871,8
8553,40,1813,12
8554,40,1799,16
8555,39,1788,31
8556,41,1868,42
8557,44,1966,41
8558,44,1879,17
8559,43,1383,34
8560,43,1397,24
8561,41,1322,6
8563,33,1048,20
8564,31,992,41
8565,29,999,50
8566,27,1223,31
8567,28,1251,55
8568,28,1317,45
8569,30,1346,18
8570,28,1083,3
8571,22,1012,6
8572,21,949,19
8574,20,890,3
8575,21,935,62
8577,20,1344,55
8578,27,1344,48
8581,35,1572,46
8582,35,1522,14
8583,35,1312,15
8584,28,1230,41
8585,27,1220,58
8586,26,1169,47
8587,27,1197,65
8588,27,1197,65
8589,31,1426,71
8590,31,1426,71
8591,36,1610,49
8592,36,1610,49
8593,36,1642,38
8594,36,1642,38
8595,38,1696,39
8596,38,1696,39
8597,36,1647,32
8598,37,1659,41
8599,36,1607,10
8600,33,1484,25
8601,36,1624,47
8602,38,1696,30
8603,40,1828,44
8604,43,889,24
8605,42,1360,23
8606,41,1324,14
8608,36,1175,23
8609,37,1201,56
8610,39,1274,68
8611,43,1383,50
8612,43,1415,21
8613,43,1375,8
8614,38,1228,26
8615,38,1228,26
8616,40,1296,47
8617,40,1296,47
8618,43,1369,46
8619,43,1369,46
8620,44,1397,9
8621,44,1397,9
8622,44,1410,9
8623,44,1410,9
8624,44,1435,4
8625,44,1435,4
8626,43,1426,19
8627,43,1426,19
8628,43,1426,19
8629,46,1470,20
8630,46,1470,20
8631,46,1470,20
8632,46,1490,3
8633,46,1473,9
8635,44,1414,1
8636,44,1413,1
8637,45,1448,5
8642,40,1266,34
8643,39,1241,42
8644,36,1171,30
8645,35,1123,27
8646,30,960,21
8647,31,919,100
8648,30,777,30
8649,32,1389,49
8650,37,1672,7
8651,37,1686,26
8652,40,1789,23
8653,42,1879,14
8661,17,951,62
8662,17,951,62
8663,9,909,41
8664,5,915,47
8665,5,893,49
8666,8,877,89
8667,12,858,29
8668,12,845,76
8669,15,1055,61
8670,16,1161,43
8672,12,879,41
8673,12,892,49
8674,11,926,45
8675,7,921,43
8676,2,922,43
8693,5,891,60
8694,5,891,60
8695,11,1423,41
8696,11,1423,41
8697,13,992,65
8698,13,992,65
8699,21,1481,47
8700,21,1481,47
8701,28,1758,2
8702,30,1382,60
8703,33,1493,35
8704,31,1414,7
8705,29,1304,65
8706,35,1590,48
8707,40,1352,59
8708,43,1385,65
8710,54,1750,42
8711,56,1816,41
8712,61,2009,41
8713,67,2105,3
8715,76,2432,43
8716,75,2420,12
8718,68,2262,55
8719,71,2302,55
8722,44,1364,16
8723,44,1555,64
8724,55,1776,59
8725,60,1932,44
8726,63,2030,48
8727,66,2118,44
8728,66,2105,4
8729,60,1917,14
8730,57,1847,1
8733,38,1267,7
8734,40,1299,57
8735,40,1299,57
8736,43,1373,30
8737,43,1373,30
8738,46,1473,63
8739,46,1473,63
8740,52,1693,63
8741,52,1693,63
8744,29,821,4
8745,29,821,4
8746,20,897,34
8747,20,897,34
8748,11,912,36
8749,11,912,36
8750,11,918,37
8751,11,918,37
8752,1,918,36
8753,1,918,36
8758,3,919,49
8759,3,919,49
8760,4,901,41
8761,4,901,41
8762,6,907,50
8763,6,907,50
8764,8,1079,43
8765,12,896,21
8766,13,910,69
8767,20,1422,50
8768,24,1651,14
8769,29,2071,56
8770,32,2258,3
8771,29,2030,14
8772,29,2030,14
8773,31,2153,24
8774,31,2153,24
8775,29,2095,25
8776,29,2095,25
8777,29,2049,19
8778,29,2049,19
8779,28,1954,14
8780,28,1954,14
8781,27,1902,25
8782,27,1937,23
8783,26,1784,5
8784,21,1492,15
8785,24,1668,30
8786,24,1681,15
8787,25,1875,37
8788,29,2051,28
8789,30,2099,30
8790,31,2215,34
8791,32,2251,23
8792,31,2155,8
8793,31,2201,28
8794,34,2290,28
8795,35,2523,25
8796,30,2280,52
8797,35,2280,59
8800,10,835,22
8801,6,896,21
8802,1,874,20
8803,1,766,38
8807,8,908,21
8808,7,918,22
8809,6,855,40
8810,9,900,17
8811,7,908,22
8812,4,915,21
8813,9,998,61
8814,14,984,6
8815,10,907,22
8816,11,943,50
8817,19,1345,56
8818,30,2077,53
8819,30,1361,36
8820,36,1641,44
8821,40,1790,34
8822,43,1940,42
8824,45,1439,39
8825,45,1433,13
8826,44,1413,16
8827,45,1440,39
8828,44,1422,3
8831,33,1073,11
8832,37,1211,81
8833,42,1354,7
8834,43,1393,43
8835,43,1385,4
8836,43,1378,18
8838,24,752,74
8839,8,900,21
8840,8,916,20
8841,1,920,21
8869,10,1500,45
8870,13,935,27
8871,12,893,20
8872,14,967,92
8873,28,1991,72
8874,32,1321,51
8875,38,1700,48
8878,29,1371,14
8880,27,1223,43
8881,27,1242,49
8882,32,1459,36
8884,32,1455,36
8885,33,1477,2
8886,30,1396,18
8887,36,1639,45
8888,42,1888,40
8889,44,2006,43
8890,47,2147,40
8891,49,2229,40
8892,52,2352,45
8893,54,2436,33
8894,53,2390,9
8895,50,2278,23
8897,41,1831,39
8898,40,1814,17
8899,39,1791,40
8900,45,2036,44
8901,48,2142,37
8902,47,1541,32
8903,49,1634,32
8904,51,1657,32
8905,53,1699,32
8907,51,1611,20
8908,50,1606,30
8909,53,1666,46
8910,53,1666,31
8911,55,1728,37
8912,55,1957,56
8913,55,2018,36
8914,63,2050,38
8915,62,2005,6
8916,62,2005,6
8919,46,1493,17
8920,46,1493,17
8921,46,1505,29
8922,46,1505,29
8923,46,1469,7
8924,46,1469,7
8925,43,1384,10
8926,43,1405,50
8927,46,1490,44
8928,47,1529,30
8929,46,1483,6
8930,45,1464,52
8931,48,1555,52
8932,49,1593,38
8935,31,983,10
8936,20,1038,10
8937,12,887,41
8938,14,993,90
8939,18,1284,58
8940,24,1701,44
8941,29,2000,31
8942,25,872,40
8943,21,903,43
8944,14,918,43
8945,13,920,43
8946,15,921,43
8947,16,922,43
8948,16,919,43
8949,16,922,42
8950,17,927,40
8951,18,1252,27
8952,21,1465,23
8953,23,1603,19
8954,26,1827,33
8955,29,2075,38
8958,13,943,55
8959,16,1177,66
8960,22,1558,42
8961,24,1708,36
8962,27,1882,39
8963,29,2076,41
8964,31,2194,34
8965,29,2000,15
8967,13,896,21
8971,27,1926,37
8972,31,2149,39
8973,31,2149,22
8974,29,1996,24
8975,28,1988,30
8976,28,1905,20
8977,26,1869,34
8978,26,2084,37
8979,32,2269,44
8980,35,2445,36
8981,33,2336,1
8982,30,2126,31
8983,33,2276,16
8985,28,1956,32
8986,32,2254,39
8987,34,2386,15
8988,31,2180,7
8989,31,2214,27
8990,32,2232,16
8991,31,2218,29
8992,32,2183,12
8993,31,2135,22
8994,32,2237,30
8995,32,2240,19
8996,30,2138,13
8997,31,2164,34
8998,33,2345,21
8999,31,2245,1
9000,32,2243,31
9001,35,2445,36
9002,36,2563,22
9003,38,2684,25
9004,40,2808,23
9005,40,2808,23
9006,41,2898,1
9007,41,2898,1
9008,39,2741,8
9009,39,2741,8
9010,40,2775,9
9011,40,2775,9
9012,38,2654,5
9013,38,2654,5
9016,30,2161,20
9017,33,2329,30
9018,36,2513,25
9019,36,2526,5
9021,24,1715,9
9022,26,1823,16
9023,28,1954,27
9024,34,2415,54
9025,41,2220,51
9026,43,1968,54
9028,53,2374,46
9029,51,2302,46
9030,52,2454,46
9034,36,1657,36
9035,38,1750,3
9039,21,1492,58
9040,22,1759,43
9042,31,1466,38
9043,37,1669,38
9044,36,1640,1
9047,18,875,76
9048,16,1023,52
9049,18,1326,30
9050,22,1552,34
9051,24,1672,9
9053,14,856,14
9054,9,906,21
9055,5,919,21
9069,1,1252,62
9070,10,1475,40
9071,14,1487,37
9072,18,1286,41
9073,25,1725,36
9074,19,890,21
9075,11,915,21
9076,1,918,21
9089,3,902,18
9090,4,914,1
9091,10,1347,44
9092,15,1036,44
9093,21,1506,44
9094,23,1640,27
9095,27,1984,36
9096,28,1984,42
9097,33,1560,42
9098,36,1617,26
9099,36,1617,21
9100,36,1578,29
9103,36,882,20
9104,9,917,21
9105,8,922,21
9106,9,1021,55
9107,6,897,21
9108,5,867,48
9109,12,912,76
9110,13,886,22
9111,12,915,21
9112,14,969,60
9113,20,1456,48
9114,28,1958,42
9115,29,879,18
9116,30,1354,23
9117,30,1354,10
9118,30,1352,14
9119,29,1334,1
9121,11,904,20
9122,5,916,21
9123,5,916,21
9124,2,916,22
9125,2,916,22
9126,5,894,49
9127,5,894,49
9128,11,1118,2
9129,11,1118,2
9130,10,1259,52
9132,21,1490,40
9133,27,1940,37
9134,30,2137,37
9136,33,1501,39
9137,37,1661,32
9138,36,1623,1
9139,33,1469,8
9140,34,1543,29
9141,37,1674,30
9143,34,1525,18
9144,34,1525,18
9149,21,936,16
9150,21,936,16
9151,15,912,22
9152,15,912,22
9153,13,951,62
9154,17,1320,11
9156,16,1138,2
9157,15,1054,19
9162,22,1486,5
9163,25,1782,37
9164,28,1946,30
9165,29,2007,19
9167,14,834,21
9168,14,834,63
9171,22,1452,5
9172,9,871,24
9173,5,913,21
9177,5,883,21
9178,5,883,21
9179,5,883,21
9180,4,920,19
9181,4,920,19
9182,4,920,19
9183,3,915,25
9184,3,915,25
9185,3,915,25
9192,1,916,22
9193,1,1054,32
9195,2,977,1
9286,3,900,48
9287,3,900,48
9288,2,908,55
9289,2,908,55
9290,2,917,55
9291,2,917,55
9292,2,1153,55
9293,2,1153,55
9294,12,1895,70
9295,12,1895,70
9296,12,1895,70
9297,20,1600,34
9298,28,1856,61
9300,38,1794,48
9301,38,1745,9
9305,24,889,18
9306,15,906,28
9307,7,878,56
9308,11,1376,57
9309,18,1810,54
9310,30,2086,19
9312,15,1104,8
9313,18,1380,47
9314,29,2085,46
9315,30,2069,1
9316,27,1909,15
9317,26,1841,2
9319,10,927,69
9320,20,1460,67
9321,26,1432,42
9322,33,1487,46
9323,36,1593,11
9324,36,1593,11
9325,36,1593,11
9326,34,1536,10
9327,34,1536,10
9328,33,1451,5
9329,33,1451,5
9330,31,1416,1
9331,31,1416,1
9334,20,933,24
9335,18,873,25
9337,12,852,45
9338,16,1174,74
9339,21,1410,5
9340,19,1332,21
9341,20,1442,5
9342,24,1708,29
9343,24,1693,4
9344,22,1543,13
9345,18,963,2
9346,12,840,47
9347,13,944,51
9348,17,1152,66
9349,23,1597,27
9350,22,1555,1
9351,20,1436,2
9352,20,1424,19
9353,21,1479,11
9354,21,1477,10
9355,20,1279,3
9360,13,920,24
9362,7,879,29
9364,5,896,65
9365,5,896,65
9366,5,896,65
9367,5,896,1
9368,5,896,1
9373,17,1352,29
9374,17,1352,29
9375,24,1663,27
9376,24,1648,10
9377,22,1509,3
9378,18,1271,2
9379,19,1340,27
9380,19,1322,3
9381,19,1322,3
9382,14,1005,6
9383,14,1005,6
9384,11,909,24
9385,11,909,24
9386,11,799,69
9387,11,799,69
9388,11,799,69
9389,11,799,69
9390,11,799,69
9391,9,1019,28
9392,12,835,27
9393,12,835,27
9394,8,874,74
9395,14,999,47
9396,14,999,47
9397,13,934,3
9398,12,864,40
9399,9,900,24
9400,7,917,25
9434,3,779,23
9435,3,846,49
9437,7,1715,38
9438,7,1206,38
9439,15,879,24
9440,15,911,23
9441,8,917,26
9442,10,1052,63
9443,17,1246,64
9444,23,1648,25
9445,26,1872,31
9446,27,1882,3
9448,16,1104,35
9449,14,994,22
9450,15,1063,40
9451,17,1195,32
9452,19,1337,29
9453,21,1508,25
9454,22,1594,26
9455,22,1594,26
9456,22,1594,26
9457,23,1626,18
9458,23,1626,18
9459,23,1626,18
9460,23,1594,18
9461,23,1594,18
9462,21,1446,5
9463,21,1446,5
9464,13,885,33
9465,13,885,33
9466,7,892,32
9467,4,905,38
9468,8,967,39
9469,7,900,43
9470,9,1120,47
9471,11,1426,22
9472,12,815,60
9473,17,1127,83
9474,19,1321,21
9475,21,1430,12
9476,19,1350,4
9477,16,1169,49
9478,17,1161,23
9479,15,1022,21
9480,13,932,25
9481,15,1081,46
9482,18,1283,23
9483,18,1228,12
9484,12,828,33
9485,12,811,54
9486,11,884,55
9487,11,845,83
9488,13,926,41
9489,13,971,41
9490,13,899,69
9491,15,1111,45
9492,16,1068,15
9493,16,1180,31
9494,17,1221,23
9495,17,1120,23
9496,13,888,54
9497,13,1154,56
9498,20,1401,25
9499,20,1401,18
9500,20,1326,5
9501,17,1135,14
9502,15,1043,37
9503,15,1058,41
9504,13,929,19
9505,8,885,43
9506,14,978,45
9507,14,978,45
9508,13,906,37
9509,13,906,37
9510,17,1198,48
9511,17,1198,48
9512,18,1295,25
9513,18,1295,25
9514,18,1307,27
9515,18,1307,27
9516,19,1341,27
9517,19,1341,27
9518,19,1341,27
9519,17,1216,7
9520,17,1216,7
9521,13,935,22
9522,13,935,22
9523,13,919,40
9524,13,919,40
9525,13,919,40
9526,10,871,50
9527,10,871,50
9528,10,871,50
9529,13,903,78
9530,13,903,78
9531,13,903,78
9532,13,946,32
9533,13,946,32
9534,14,976,51
9535,14,976,51
9536,15,1040,44
9537,15,1040,44
9538,14,939,14
9539,14,939,14
9540,12,880,50
9541,11,870,69
9542,11,870,69
9543,18,1273,40
9544,20,1426,30
9545,20,1463,20
9546,21,1535,17
9547,21,1501,18
9548,23,1585,21
9549,22,1589,15
9550,20,1419,4
9551,14,966,7
9552,15,1080,62
9553,20,1458,36
9554,21,1436,6
9555,16,1079,1
9556,13,920,36
9557,7,918,40
9558,1,922,38
9576,1,807,62
9577,2,916,40
9578,2,899,49
9579,2,906,48
9580,7,936,41
9581,7,1367,53
9582,15,1191,29
9583,24,1740,57
9584,29,1251,18
9585,34,1552,58
9586,37,1657,11
9590,7,894,34
9591,7,894,34
9592,11,919,76
9593,11,919,76
9594,15,1021,66
9595,18,1304,40
9596,18,1255,8
9597,11,824,33
9598,9,902,63
9599,9,902,63
9600,9,902,63
9601,15,1039,64
9602,15,1039,64
9603,19,1348,45
9604,19,1348,45
9605,22,1472,20
9606,20,1430,19
9607,22,1587,49
9608,22,1587,49
9610,29,1278,34
9611,33,1473,59
9612,40,1782,67
9613,36,1633,13
9614,42,1889,4
9615,37,1721,51
9616,40,1810,6
9617,37,1722,23
9618,36,1598,3
9619,32,1465,9
9620,31,1406,18
9621,34,1543,43
9622,35,1608,32
9623,37,1687,31
9624,38,1713,25
9625,37,1681,8
9627,20,876,34
9628,15,907,34
9629,7,917,35
9630,11,1417,52
9631,19,2406,33
9632,17,1254,19
9633,16,1155,9
9634,20,1318,17
9635,20,1318,17
9636,15,959,17
9637,15,959,17
9638,12,868,17
9639,12,868,17
9640,15,946,17
9641,15,946,17
9642,22,1553,52
9643,22,1553,52
9644,28,1639,63
9645,29,1281,53
9646,32,1438,42
9647,32,1438,42
9648,32,1405,6
9649,26,1068,2
9650,26,1068,2
9651,24,1123,68
9652,24,1123,68
9653,27,1205,31
9654,27,1205,31
9655,25,1154,7
9656,25,1154,7
9657,29,1329,47
9658,29,1329,47
9659,32,1440,14
9660,33,1487,6
9662,31,878,35
9663,31,878,35
9664,28,913,37
9665,25,917,37
9666,15,916,37
9667,10,817,73
9668,13,984,43
9669,14,1034,57
9670,8,872,30
9672,10,1405,61
9673,15,851,32
9674,13,897,38
9675,2,918,38
9676,2,918,38
9690,10,1269,71
9691,17,1222,39
9692,19,1326,14
9693,19,1334,21
9694,18,1262,13
9695,21,1488,26
9696,21,1446,25
9697,22,1511,23
9698,20,1394,6
9699,11,870,30
9700,10,926,37
9701,6,874,59
9702,3,913,38
9703,5,847,75
9704,8,896,69
9705,8,997,49
9706,10,1197,45
9707,13,932,45
9708,14,986,37
9709,14,986,37
9711,19,1359,47
9713,15,998,86
9715,13,943,65
9716,13,943,65
9721,20,1400,33
9722,20,1400,33
9723,21,1455,17
9724,21,1455,17
9725,20,1412,13
9726,20,1383,18
9727,18,1294,8
9728,16,1105,19
9729,16,1144,42
9730,19,1320,48
9731,21,1501,27
9732,20,1413,5
9733,21,1483,28
9734,24,1647,25
9735,22,1566,6
9736,20,1408,17
9738,18,1263,34
9739,15,896,25
9740,5,869,51
9741,5,869,51
9742,5,869,51
9743,8,1016,50
9744,8,1016,50
9745,9,1072,30
9746,9,1072,30
9747,8,987,46
9748,8,987,46
9749,9,1158,49
9750,9,1158,49
9751,14,1803,32
9752,15,1033,58
9753,12,883,37
9754,10,878,53
9755,6,915,53
9756,11,872,83
9757,18,1258,63
9758,27,1942,66
9759,32,1468,58
9760,35,1592,43
9762,33,1518,10
9763,33,1518,10
9768,17,903,34
9769,17,903,34
9770,20,1452,46
9771,23,1086,58
9772,23,1086,58
9773,21,957,13
9774,25,1112,87
9775,28,1288,37
9776,29,1350,37
9777,30,1380,37
9778,30,1272,37
9779,27,1227,37
9780,29,1298,33
9781,29,1287,33
9782,30,1308,25
9787,25,1192,32
9789,24,823,32
9790,12,910,34
9791,5,912,36
9792,4,878,56
9793,8,982,36
9794,7,916,35
9795,15,1941,42
9797,14,999,67
9798,14,994,57
9799,19,1316,18
9800,19,1354,34
9801,22,1561,43
9802,30,2170,67
9803,36,1677,72
9805,43,898,25
9806,37,916,24
9807,37,916,24
9808,37,916,24
9809,37,916,24
9810,37,916,24
9811,37,916,24
9812,31,920,24
9813,31,920,24
9814,26,918,25
9815,26,918,25
9816,26,918,25
9817,26,918,25
9818,21,919,24
9819,21,919,24
9820,18,921,25
9821,18,921,25
9822,6,911,30
9848,2,963,51
9849,1,909,42
9850,2,907,49
9852,3,897,63
9853,3,1458,25
9854,26,1780,12
9855,29,1323,29
9856,33,1467,7
9858,36,1627,80
9859,44,1963,12
9860,49,1587,47
9861,52,1682,20
9862,51,1618,9
9864,49,1596,53
9865,50,1621,5
9866,46,1496,15
9869,32,1088,14
9870,40,1832,60
9872,47,1562,18
9873,49,1617,32
9874,50,1614,42
9875,50,1594,2
9876,51,1643,62
9877,56,1798,24
9878,56,1816,45
9879,57,1815,3
9880,58,1868,48
9881,58,1408,40
9882,61,1493,53
9883,67,1633,70
9884,70,1678,12
9889,42,1037,35
9890,40,853,23
9891,35,934,24
9892,25,920,24
9893,17,910,26
9894,11,906,31
9895,7,918,36
9896,5,919,35
9897,4,920,35
9898,3,920,35
9899,1,920,35
9912,1,1093,40
9913,11,875,24
9914,18,1204,16
9915,18,1269,13
9916,19,1344,16
9917,19,1335,61
9918,30,2070,10
9921,22,872,28
9922,18,1269,28
9923,25,1807,63
9924,32,2231,27
9925,31,1081,30
9926,33,1472,9
9927,33,1495,5
9928,23,873,24
9929,19,1380,21
9930,22,1535,16
9931,29,2076,69
9932,34,1554,46
9933,38,1689,13
9934,38,1695,36
9935,41,1848,45
9936,45,2038,49
9937,46,1488,26
9938,46,1488,26
9939,50,1617,41
9940,50,1617,41
9941,51,1636,36
9942,51,1636,36
9945,44,1434,12
9946,44,1434,12
9947,48,1540,47
9948,50,1619,42
9949,50,1594,3
9950,48,1556,60
9951,51,1706,51
9952,53,1702,8
9953,51,1654,12
9954,51,1643,45
9955,49,1572,3
9957,47,1518,60
9958,47,1512,14
9959,45,1428,14
9960,45,1420,14
9961,38,1231,65
9963,42,1371,4
9964,51,1432,81
9965,51,1432,81
9971,59,1472,18
9972,61,1495,42
9973,67,1631,55
9974,72,1747,48
9975,73,1751,1
9976,72,1762,70
9977,80,1960,85
9978,83,2017,18
9979,80,1956,7
9980,79,1924,26
9985,61,1480,27
9986,60,1463,2
9988,55,1346,62
9989,60,1469,88
9990,68,1660,91
9991,75,1832,70
9992,75,1815,35
9993,72,1749,13
9994,72,1742,45
9995,72,1738,1
9997,58,1404,13
9998,59,1455,84
9999,65,1587,75
10000,69,1675,71
10001,67,1620,5
10002,64,1562,48
10004,64,1573,58
10005,68,1656,49
10006,68,1656,49
10007,70,1711,39
10008,70,1711,39
10009,72,1756,42
10010,72,1756,42
10017,61,1511,7
10018,61,1511,7
10019,61,1474,32
10020,61,1474,32
10021,63,1527,36
10022,63,1527,36
10023,64,1560,30
10024,64,1560,30
10025,65,1564,24
10026,63,1539,6
10027,62,1508,5
10030,49,1076,46
10031,49,1076,46
10032,49,1590,36
10033,49,1590,36
10034,54,1734,43
10035,54,1734,43
10036,53,1707,10
10037,53,1707,10
10040,57,1844,26
10041,60,1912,26
10042,60,1048,38
10051,59,1435,30
10052,59,1435,30
10053,61,1459,11
10054,61,1459,11
10056,55,1345,41
10057,55,1328,4
10058,48,884,18
10059,50,1627,41
10060,52,1698,51
10061,57,1842,72
10062,64,2081,67
10064,56,1826,13
10065,59,1888,15
10068,54,1775,34
10069,55,1753,6
10070,53,1691,18
10071,53,1691,18
10072,52,1672,24
10073,52,1672,24
10074,53,1711,36
10075,53,1711,36
10076,53,1723,38
10077,53,1723,38
10078,55,1752,19
10079,55,1752,19
10080,53,1699,5
10081,51,1646,46
10082,55,1764,38
10083,54,1738,10
10084,55,1763,47
10085,57,1827,25
10086,56,1799,9
10087,58,1882,58
10089,63,1522,48
10090,65,1574,41
10091,65,1569,21
10092,64,1553,22
10093,63,1533,13
10094,62,1507,3
10095,60,1462,13
10096,57,1394,15
10097,57,1392,41
10098,59,1391,49
10099,60,1448,55
10100,60,1467,55
10102,59,1435,53
10104,59,1456,12
10105,56,1395,12
10106,53,1395,28
10107,54,1280,2
10108,54,1309,49
10109,54,1330,52
10110,54,1313,56
10111,54,1313,50
10112,54,1247,44
10113,52,1268,83
10115,52,1280,54
10117,44,1415,31
10118,47,1507,76
10119,47,1521,1
10120,45,1462,46
10121,46,1507,40
10122,47,1520,1
10123,48,1502,12
10124,47,1529,24
10125,50,1609,8
10126,50,1609,9
10129,48,1559,2
10131,45,1456,10
10132,46,1478,6
10133,46,1492,25
10134,48,1538,41
10136,45,1449,61
10137,49,1588,64
10138,50,1235,57
10139,52,1219,48
10140,51,1254,73
10141,56,1372,73
10142,57,1393,25
10143,55,1327,3
10146,49,1192,77
10147,50,1221,70
10148,51,1246,70
10149,54,1300,72
10150,56,1376,56
10151,58,1423,18
10152,59,1444,3
10155,48,1158,38
10156,47,1140,76
10157,47,1141,58
10158,49,1197,66
10159,50,1224,65
10160,52,1262,81
10161,54,1307,47
10162,53,1280,27
10163,50,1224,49
10164,50,1142,49
10165,46,1062,49
10166,43,1031,85
10167,41,1011,96
10168,42,1008,100
10169,42,1342,100
10170,43,1391,49
10171,45,1421,54
10173,45,1443,60
10175,49,1596,38
10176,50,1608,32
10177,50,1570,34
10178,49,1582,45
10179,51,1679,63
10180,54,1697,4
10181,50,1627,33
10182,51,1640,25
10183,51,1634,27
10184,54,1717,45
10185,55,1777,41
10186,58,1914,68
10187,61,1972,25
10188,63,2034,43
10189,71,2303,99
10194,64,1578,12
10195,63,1541,2
10196,61,1487,5
10197,60,1456,5
10198,57,1414,12
10199,58,1397,11
10200,58,1400,3
10208,40,912,19
10209,36,1636,20
10210,39,1754,35
10211,44,2016,56
10212,48,1538,48
10213,52,1680,47
10214,51,1631,10
10215,51,1622,38
10216,52,1663,37
10217,50,1604,4
10218,50,1604,53
10219,50,1627,14
10220,54,1727,33
10221,58,1875,38
10222,61,1963,25
10223,58,1891,4
10224,56,1797,1
10225,57,1843,47
10226,55,1816,47
10227,53,1720,45
10229,65,1984,80
10230,65,1683,28
10231,65,1604,27
10233,64,1563,27
10234,62,1517,14
10235,62,1517,11
10236,62,1581,45
10237,65,1586,17
10238,63,1539,16
10239,63,1543,55
10240,67,1633,58
10241,69,1684,27
10243,60,1463,61
10244,66,1595,36
10245,66,1596,21
10248,52,1273,31
10249,54,1319,54
10250,55,1337,50
10251,57,1397,56
10252,60,1464,49
10253,62,1498,24
10254,62,1518,22
10255,64,1554,19
10259,57,1373,4
10260,56,1356,23
10261,56,1356,23
10262,56,1364,17
10263,56,1364,17
10264,57,1360,9
10265,57,1360,9
10268,54,1320,21
10269,54,1320,21
10270,54,1352,17
10271,55,1325,32
10272,56,1374,41
10273,60,1468,48
10274,65,1575,49
10275,68,1659,45
10276,70,1714,67
10277,71,1721,42
10278,70,1707,40
10279,69,1665,15
10280,67,1626,44
10281,65,1591,30
10282,64,1562,29
10283,65,1579,52
10284,67,1637,41
10285,65,1592,1
10286,66,1597,37
10287,67,1657,37
10288,70,1710,37
10290,73,1730,31
10291,72,1749,31
10296,57,1399,38
10297,59,1465,15
10298,61,1485,5
10299,61,1518,16
10300,63,1480,4
10301,61,1486,27
