speed,rpm,load
64,1551,0
61,1513,18
61,1513,18
60,1478,32
62,1485,13
58,1409,0
54,1298,64
57,1375,78
63,1535,87
68,1661,49
73,1774,61
75,1833,43
76,1851,36
75,1821,8
75,1832,32
76,1851,39
77,1879,31
79,1926,37
78,1900,2
77,1877,40
81,1975,48
82,1994,0
76,1782,0
65,1572,0
65,1572,1
63,1537,0
62,895,29
60,914,27
56,918,27
55,921,25
50,913,29
46,929,27
45,1423,0
42,1382,12
46,1481,72
51,1646,63
56,1803,56
56,1813,7
47,1518,0
47,1522,16
49,1567,10
51,1638,32
50,1613,4
48,1573,40
50,1612,19
51,1628,5
50,1597,36
48,1545,0
45,1448,0
43,1377,0
41,1281,0
38,1221,0
38,1465,0
38,1465,0
33,1532,26
37,1600,9
37,1602,37
37,1647,20
37,1715,7
36,1619,31
36,1575,25
36,1620,43
37,1766,65
49,2227,76
58,2625,58
52,877,21
44,1635,0
39,1756,35
40,1793,42
44,1988,43
51,2340,67
48,1550,54
51,1644,6
50,1598,50
50,1613,12
51,1656,0
51,1647,16
53,1698,23
54,1730,7
53,1679,6
51,1643,7
53,1691,30
55,1797,49
57,1824,6
53,1702,0
46,1482,0
39,1812,43
52,2279,79
43,1978,11
46,2070,53
56,2525,63
57,1870,51
69,2248,100
66,2175,47
66,2175,47
71,2305,67
71,2305,67
68,2183,0
68,2183,0
63,2028,0
63,2028,0
61,1966,0
61,1966,0
57,1838,0
48,1476,0
47,2149,47
48,2172,5
48,2170,14
52,2335,31
52,2393,41
53,2393,6
51,2272,6
48,2191,11
52,2352,66
50,2326,0
55,1769,0
55,1769,41
59,0,39
0,1859,10
0,1844,29
58,1889,38
58,1865,21
58,1780,0
51,1635,7
49,2226,56
45,2093,49
49,2216,54
55,1775,99
58,1888,72
63,2032,43
63,2032,43
67,2163,50
67,2163,50
67,1621,0
67,1621,0
62,1509,0
62,1509,0
61,1499,36
61,1499,36
61,1491,5
61,1491,5
61,1479,52
61,1479,52
60,1492,14
60,1492,14
61,1488,35
61,1488,35
59,1438,19
59,1438,19
58,1408,50
60,1471,85
63,1543,67
64,1554,38
65,1604,90
69,1667,44
71,1739,92
72,1745,3
69,1681,67
75,1835,83
83,1993,81
79,1915,0
68,1681,18
63,1532,0
60,1468,6
55,879,19
57,1826,38
59,1907,65
59,1907,65
67,2182,85
67,2182,85
80,2587,100
80,2587,100
91,2953,100
91,2953,100
102,3290,100
102,3290,100
105,2560,100
105,2560,100
113,2759,100
113,2759,100
119,2908,97
99,1400,0
89,900,25
87,2895,24
100,3225,0
100,2511,0
102,2494,0
104,2513,1
106,2552,1
101,2473,0
98,2473,1
98,2473,1
98,2400,72
98,2400,72
96,2344,0
96,2344,0
96,2328,12
96,2328,12
96,2184,0
96,2184,0
0,1819,0
78,886,28
63,921,27
52,916,28
32,923,29
26,1167,44
30,1390,74
40,1806,56
42,1361,32
41,1322,14
40,890,28
31,915,25
12,829,32
21,1522,61
35,2194,2
38,1737,47
47,2122,57
53,2403,44
52,878,23
51,911,23
45,917,24
45,917,24
43,919,26
43,919,26
33,919,25
33,919,25
6,911,29
6,911,29
5,915,29
5,915,29
4,913,31
4,913,31
0,847,29
0,847,29
0,771,50
0,771,50
0,780,48
0,780,48
0,782,47
0,782,47
0,778,48
0,781,48
0,778,49
0,777,48
0,778,49
0,778,48
0,779,49
1,805,83
7,941,19
0,877,30
0,762,50
0,775,50
0,783,49
0,777,49
0,780,50
0,782,49
0,780,49
0,781,49
0,779,49
0,779,49
0,779,49
0,779,49
0,780,50
0,780,50
0,780,50
0,782,50
0,780,50
0,781,49
0,782,3
0,780,49
6,1087,47
12,1289,34
8,1300,34
8,0,90
9,3,94
17,1234,31
17,1814,67
17,1199,16
31,1520,73
41,1877,45
41,1877,45
41,1877,45
42,1353,19
42,1353,19
42,1353,19
42,1364,47
42,1364,47
42,1364,47
45,1453,30
45,1454,16
43,1384,0
41,1317,0
38,1236,17
37,1188,21
39,1254,51
40,1281,35
40,1297,36
40,1298,38
41,1317,43
43,1398,7
40,1277,0
35,1123,0
34,1089,74
34,1085,0
26,849,29
20,883,34
19,1338,58
26,1805,37
29,1968,21
33,1496,47
36,1637,5
35,1578,2
34,1546,46
33,1502,42
34,1491,0
30,1340,33
28,1211,0
26,867,30
22,1557,13
15,1006,5
14,994,48
15,1094,49
21,1548,50
36,2471,55
35,884,25
25,915,25
22,914,28
16,914,31
16,914,31
11,769,72
10,877,84
12,821,89
13,976,76
14,940,76
13,925,33
16,1105,19
14,1023,25
20,1409,28
21,1455,28
21,1455,28
16,1089,23
16,1089,23
19,1344,36
19,1344,36
21,1344,31
20,1434,31
23,1541,31
23,1552,42
23,0,13
15,1032,0
15,1065,67
26,1860,23
27,1937,43
35,1520,0
37,1677,52
37,1677,52
40,1819,9
40,1819,9
42,1918,42
42,1918,42
48,2096,10
48,2096,10
50,1589,11
50,1589,11
51,1665,56
51,1665,56
54,1271,46
54,1271,46
57,1380,41
57,1380,41
57,1386,39
57,1386,39
57,1392,20
57,1392,20
57,1385,5
57,1385,5
54,1321,2
54,1321,2
55,1343,49
55,1343,49
55,1345,7
55,1345,7
52,1263,0
52,1263,0
47,1157,0
50,1221,82
51,882,19
49,909,25
32,918,25
15,916,27
6,909,32
1,919,34
0,885,35
0,767,49
0,783,48
0,781,47
0,782,48
0,781,48
0,777,49
0,783,48
0,781,51
0,780,48
0,785,49
0,773,49
0,785,50
0,785,50
0,747,64
0,747,64
1,926,38
1,926,38
0,771,45
0,771,45
0,775,49
0,775,49
0,779,49
0,779,49
0,778,49
0,780,2
0,779,49
0,781,49
0,783,2
0,780,50
0,0,50
0,780,50
0,780,49
0,778,50
0,781,50
0,779,51
0,783,50
0,778,49
0,782,50
0,779,50
0,782,50
0,782,51
0,780,50
0,782,50
0,779,50
0,777,50
0,778,50
0,780,51
0,780,50
0,781,51
0,785,50
5,910,71
3,890,52
3,861,69
15,1860,41
11,905,81
14,959,52
19,1376,55
28,1993,38
31,1397,61
35,1558,17
33,1511,10
32,1479,10
34,1524,39
37,1687,32
42,1900,69
45,1437,27
44,1411,9
40,1278,0
38,1197,7
35,1142,1
31,869,14
27,1208,0
20,898,72
24,1070,56
25,1116,37
24,1092,27
29,1326,63
36,1632,45
37,1683,5
40,1765,0
38,1688,0
37,1691,54
47,2128,61
47,2033,0
42,905,0
27,900,28
27,3,35
27,3,51
0,765,60
0,785,54
0,781,45
0,789,47
0,772,56
1,923,43
0,723,56
1,918,47
0,870,24
0,760,49
0,776,48
0,777,49
0,784,49
0,784,50
0,785,49
0,785,49
0,779,50
0,779,50
0,780,49
0,780,49
0,782,49
0,782,49
0,780,50
0,780,50
0,758,58
0,758,58
1,896,64
1,896,64
3,905,63
3,905,63
0,896,52
0,896,52
3,901,62
3,901,62
12,1353,3
12,1353,3
18,1285,52
26,1821,54
30,1340,57
30,1376,10
35,1558,45
39,1762,41
42,1327,54
42,1358,17
41,1335,13
40,1283,0
38,1207,0
36,1172,34
36,1144,23
33,1065,0
17,868,34
11,860,32
6,842,75
16,1156,80
30,2120,64
35,1605,54
36,1613,25
37,1669,10
36,1585,0
33,873,3
22,910,28
6,917,43
5,870,90
11,838,96
22,1313,1
22,1313,1
28,1193,78
28,1193,78
30,1521,52
30,1521,52
39,1734,0
39,1734,0
42,1341,45
42,1341,45
42,1367,41
43,1401,35
44,1408,23
43,1398,24
44,1411,28
40,1261,3
39,1279,63
46,1487,74
36,919,15
31,1356,10
31,1373,52
27,1301,28
27,1301,28
25,1080,42
25,1080,42
27,1231,41
27,1231,41
28,1285,49
28,1285,49
32,1445,30
32,1445,30
31,1376,5
31,1376,5
24,864,34
21,920,27
16,915,28
14,919,29
7,915,31
8,1002,45
6,853,38
4,938,49
11,1446,50
17,1227,74
29,2100,63
32,1439,57
34,1552,38
36,1643,46
38,1720,45
37,1646,41
29,870,24
24,911,27
22,916,27
21,924,26
19,917,27
5,916,30
5,916,30
7,962,70
7,962,70
10,1385,52
10,1385,52
20,1427,69
20,1427,69
27,1561,54
27,1561,54
35,1392,49
37,910,49
34,915,25
22,918,27
15,844,27
16,1290,58
23,1618,9
22,1312,0
16,1216,0
16,1216,57
16,959,54
14,919,10
15,1156,41
17,1167,45
24,1720,63
37,2614,53
42,1887,64
48,1562,0
51,1653,29
49,1558,0
47,1498,29
45,1453,0
43,1394,1
23,890,26
12,834,9
13,951,93
25,1785,75
33,1501,32
35,1573,43
41,1884,59
44,1966,6
40,1788,0
38,1702,6
35,1673,20
32,1440,0
14,939,0
17,1192,56
20,1394,20
21,1418,9
16,1156,0
9,731,85
17,1216,61
18,1324,24
26,1891,61
37,1894,0
38,1719,5
32,1449,9
35,1562,15
36,1616,16
33,1503,18
35,1558,7
32,1440,20
36,1625,39
39,1784,43
41,1880,5
39,1783,0
30,1342,0
30,1317,40
25,888,28
4,861,71
6,887,54
9,906,79
9,947,48
11,898,74
12,896,59
9,876,45
8,3,72
3,903,49
0,899,52
2,907,56
2,927,50
2,911,47
2,912,42
0,803,29
0,803,29
1,888,66
1,888,66
2,905,55
2,905,55
0,775,49
0,775,49
0,737,69
0,737,69
1,910,52
0,740,71
8,1054,81
19,1551,5
26,901,17
18,909,28
7,907,32
0,897,29
0,757,49
0,785,40
0,782,39
0,828,30
0,779,22
0,779,22
0,779,22
0,779,22
0,779,22
0,779,22
0,779,22
0,779,22
0,779,22
0,779,22
0,779,22
0,779,22
0,779,22
0,779,22
0,779,22
0,779,22
0,779,22
0,779,22
0,779,22
0,779,22
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,921,61
3,911,72
4,914,70
2,925,45
9,1182,78
16,1159,46
22,1535,16
27,1882,48
32,2244,58
33,2287,42
32,1481,36
35,1546,7
27,1242,17
28,1276,14
21,947,16
15,1024,43
22,1564,46
26,1822,38
26,1850,38
24,1724,9
24,1589,15
23,1584,15
21,1490,15
20,1396,15
20,1367,15
25,1656,32
17,1483,0
13,895,52
7,895,45
7,895,94
19,1239,51
22,1583,29
22,1618,24
21,1512,18
20,1339,5
16,1186,36
18,1306,36
16,1151,0
10,858,37
10,874,70
15,1082,63
18,1253,61
23,1637,25
22,1551,28
26,1834,41
26,1783,6
20,1419,18
19,1340,52
31,2206,65
37,1690,63
42,1895,1
40,1776,9
36,1628,0
34,1508,1
30,1343,10
30,1370,23
30,1368,18
27,1207,0
16,1003,1
18,1281,67
22,1570,23
24,1714,26
25,1791,33
28,1969,44
30,1372,31
28,1257,0
28,1257,0
27,1233,24
27,1233,24
29,1310,43
29,1319,19
20,865,33
17,1233,29
25,1734,38
18,1224,0
14,1013,55
14,1243,79
27,1909,53
25,1806,24
29,2030,50
31,2136,38
33,2258,18
32,1450,0
28,1261,14
28,1261,14
32,1429,3
29,1318,0
30,1337,11
32,1452,5
33,1576,5
32,1423,0
21,877,30
14,902,0
11,868,71
8,3,40
6,896,32
6,896,32
4,897,32
5,922,31
0,922,47
0,825,30
0,773,42
0,745,49
8,958,51
2,880,45
2,880,45
3,900,35
3,900,35
2,927,38
2,927,38
1,921,39
1,921,39
1,854,46
5,911,34
4,919,32
1,919,32
0,862,27
1,878,50
0,762,44
0,743,52
5,927,22
8,950,45
16,2064,46
16,1122,56
25,1798,28
26,1839,46
26,1820,9
26,1797,5
23,1583,3
24,1642,16
22,1525,4
22,1607,50
25,1741,4
15,1046,0
13,918,29
13,918,29
17,1205,12
17,1205,12
11,839,38
13,928,61
13,916,30
15,1002,1
0,886,35
5,823,89
13,943,89
19,1319,10
15,1031,14
15,1031,14
13,924,29
14,977,64
15,1072,34
16,1127,47
18,1244,36
17,1227,20
18,1271,30
18,1273,30
16,1188,0
14,1078,70
19,1288,23
19,1331,27
22,1514,0
24,1717,25
24,3,24
24,1706,17
22,1612,9
22,1523,14
18,1268,16
16,1119,3
16,1104,30
17,1165,33
14,995,4
13,904,36
13,904,43
9,921,37
8,921,37
9,944,37
8,911,47
8,915,61
12,834,97
18,1263,48
21,1516,28
23,1631,23
22,1534,11
21,1474,12
23,1598,35
24,1647,12
25,1680,14
27,1899,52
30,1296,0
29,1302,13
34,1518,46
36,1623,20
33,1462,0
22,895,0
20,917,35
19,912,36
16,916,36
14,919,37
9,919,38
0,812,43
1,1144,55
8,957,0
7,880,39
7,911,38
7,922,40
8,964,24
7,892,36
2,985,0
0,837,0
0,775,0
0,781,3
0,781,52
0,780,51
0,779,51
0,777,51
0,777,51
0,781,52
0,779,51
0,778,51
0,780,51
0,778,52
0,782,51
0,781,51
0,774,50
4,804,39
3,902,45
4,929,37
3,855,64
1,922,37
0,763,54
0,774,51
0,778,50
2,922,54
7,919,72
7,906,34
7,910,38
4,880,58
5,923,34
5,875,61
7,917,43
7,914,39
7,920,40
4,921,36
1,920,36
0,752,50
0,781,48
0,778,49
0,785,48
1,1004,45
6,899,27
2,895,41
4,942,28
1,916,36
0,1139,44
8,991,58
11,1330,4
8,1010,34
8,893,30
7,923,34
7,914,37
7,921,38
7,923,36
3,886,36
7,875,15
7,917,38
7,928,38
0,771,0
0,777,0
0,781,0
0,774,49
8,863,67
6,895,33
6,895,44
5,922,34
2,896,44
1,922,36
0,747,56
1,932,45
0,873,25
0,762,49
0,776,47
0,779,48
0,759,55
5,885,66
6,876,45
2,894,43
5,945,28
5,831,83
9,1170,45
10,1311,4
7,948,21
8,1035,40
9,1008,15
7,911,31
5,923,30
5,981,32
2,900,36
0,890,27
0,761,47
0,779,46
0,776,46
0,782,45
0,767,47
2,931,51
2,918,38
6,878,87
5,890,36
11,1499,56
13,888,25
10,902,35
10,938,58
7,898,54
13,883,89
14,969,20
12,869,39
9,921,34
6,922,34
3,920,35
0,834,23
0,755,49
0,775,0
0,777,0
0,779,46
0,778,46
0,780,46
0,782,45
0,781,45
0,782,45
0,782,45
0,782,47
0,782,46
0,917,65
0,910,29
12,1549,32
12,1492,9
9,1202,14
7,935,21
9,1071,11
9,1146,32
11,1319,16
9,1239,40
11,1306,0
13,1626,24
8,969,9
3,911,29
6,870,65
14,1699,40
10,1252,6
10,1225,29
8,950,14
7,921,33
7,920,20
7,922,33
7,918,36
7,921,35
5,937,33
0,923,34
0,750,49
0,776,46
0,776,46
0,776,46
0,776,46
0,776,46
0,779,45
0,780,47
0,779,46
0,779,47
0,785,45
0,785,45
0,781,45
0,781,45
0,752,56
0,752,56
0,885,26
0,759,49
0,779,47
0,782,46
0,780,47
0,778,48
0,779,47
0,778,47
0,783,48
0,781,48
0,781,48
0,781,48
0,781,48
0,782,46
0,782,46
0,782,46
0,782,47
0,782,47
0,768,48
0,768,48
0,783,48
0,0,48
0,779,48
0,782,48
0,781,48
0,782,49
0,782,49
0,781,49
0,781,49
0,781,49
0,783,48
0,783,48
0,783,48
0,779,48
0,779,48
0,782,47
0,782,47
0,780,48
0,778,48
0,779,48
0,780,48
0,779,48
0,780,48
0,781,49
0,777,48
0,776,48
0,779,48
0,775,49
0,785,46
6,1352,28
7,889,36
4,905,37
8,981,35
3,912,36
8,998,39
3,838,63
8,843,32
8,965,55
7,900,38
11,1341,24
10,1261,38
7,898,22
7,890,40
0,895,30
0,758,46
0,777,45
0,778,45
0,779,45
0,779,45
0,779,45
0,784,45
0,777,45
0,779,46
0,781,45
0,778,46
0,779,45
0,783,46
0,781,45
0,781,2
0,778,46
0,781,45
0,782,46
0,778,0
0,781,45
0,777,46
0,0,45
0,779,46
0,778,46
0,778,56
0,932,43
14,1843,58
21,1721,61
26,1236,21
34,1514,65
35,1569,24
38,1696,45
39,1738,3
48,2176,92
51,1649,0
52,1683,75
46,1462,0
40,1282,0
44,1427,77
53,1699,72
51,1635,0
46,1472,9
43,1411,0
41,1337,65
45,1465,66
53,1705,64
63,2060,99
76,2471,84
78,1906,94
78,1906,94
78,1906,94
85,2081,72
85,2081,72
88,2076,13
88,2076,13
84,2028,0
84,2028,0
74,1810,0
74,1810,0
61,1483,0
62,1512,69
58,1412,0
46,1115,0
38,851,20
26,930,23
19,918,23
16,1278,45
25,1774,31
22,1587,9
19,1359,0
1,896,24
0,738,41
3,1087,87
7,878,35
3,933,30
0,779,21
0,752,47
0,774,47
0,781,51
0,777,52
0,783,43
0,0,45
0,0,45
0,784,44
0,780,44
0,780,45
0,730,63
0,1362,43
14,894,22
11,854,43
10,897,65
10,1041,39
12,889,72
15,1089,58
19,1383,38
23,1656,26
26,1790,11
24,1676,12
24,1761,29
30,2106,0
28,2072,19
36,2554,52
30,2096,0
15,891,23
5,915,23
1,914,25
0,720,47
0,864,23
12,1579,51
17,1005,0
15,1040,9
10,906,27
2,917,23
1,885,41
1,924,23
3,866,58
1,918,23
0,722,53
6,883,63
2,917,22
0,804,25
0,769,41
0,771,45
0,780,44
0,777,45
0,781,45
0,782,44
0,782,45
0,777,45
3,876,73
14,1904,36
18,1891,36
22,1516,18
21,1506,1
26,0,42
24,1628,2
16,1377,0
16,3,48
18,1280,18
26,1869,62
30,1756,0
36,1621,50
36,1624,7
37,1649,14
36,1591,8
35,1544,7
29,1317,0
34,1561,55
44,2026,72
53,2197,1
51,1638,1
43,1383,0
39,1270,10
41,1336,60
40,1294,0
39,1267,70
40,1263,22
40,1268,0
37,1197,4
33,1049,1
32,1033,5
29,943,16
32,1230,22
36,1628,52
39,1790,68
39,1790,68
45,2030,47
44,1976,36
46,2012,18
37,1653,0
35,1594,53
35,1594,53
35,1601,7
42,1909,52
42,1925,20
45,1685,1
48,1555,35
53,1713,43
56,1811,21
56,1811,21
58,1859,24
58,1859,24
59,1908,24
59,1908,24
63,2029,46
66,2140,41
72,2342,67
77,1825,0
75,1836,38
77,1866,40
77,1874,40
78,1894,1
77,1871,26
77,1880,26
77,1865,38
77,1880,36
77,1884,0
75,64,7
75,1761,1
75,1600,0
75,1600,0
75,1564,0
75,1564,0
75,1564,0
75,1509,16
75,1509,16
62,1509,19
62,1509,19
60,1473,27
60,1473,27
60,1473,27
0,1442,25
0,1442,25
55,1344,0
55,1344,0
55,1335,32
55,1335,32
55,1330,11
55,1330,11
52,1276,0
52,1276,0
49,1574,15
47,1532,13
50,1619,48
48,1557,5
42,1362,0
39,1255,59
40,1303,25
42,1364,67
46,1495,51
46,1495,51
48,1560,26
49,1578,27
50,1630,38
51,1649,28
54,1743,38
56,1794,40
56,1811,37
58,1875,39
57,1860,18
57,1854,34
59,1894,38
60,1924,32
59,962,0
60,1459,33
59,1452,33
60,1458,37
60,1464,29
59,1442,31
59,1437,37
59,1446,36
60,1463,39
59,1429,1
57,1405,4
56,1350,3
40,867,0
32,914,22
35,1588,27
37,1693,16
40,1801,30
41,1839,30
41,1814,30
38,1752,30
37,1652,30
36,0,5
36,1638,17
36,1208,0
25,1169,4
20,877,20
20,1309,4
22,1646,37
28,1710,1
31,1435,43
31,1435,43
36,1621,61
36,1621,61
43,1956,49
43,1956,49
44,1979,5
44,1979,5
41,1829,6
41,1829,6
40,1806,5
38,1728,36
40,1815,5
36,1617,0
37,1653,38
38,1181,50
38,1181,50
38,1181,50
41,1338,60
41,1338,60
42,1369,49
42,1369,49
43,1375,41
43,1375,41
43,1401,4
43,1401,4
44,1424,16
45,1455,7
43,1395,5
46,1482,56
47,1514,17
46,1492,18
47,1512,30
45,1469,10
44,1429,10
44,1412,29
44,1420,27
43,1381,2
39,1244,0
39,1274,49
43,1400,56
45,1456,46
48,1543,45
49,1578,16
50,1607,30
50,1651,17
51,1628,18
50,1616,19
52,1690,47
54,1719,5
47,1510,0
41,1181,0
31,888,11
30,2148,47
35,1694,0
38,1759,10
40,1850,0
44,1968,30
45,1979,45
47,2062,44
45,2059,31
49,2223,34
49,1963,0
43,1905,11
0,1796,0
39,1814,51
44,1979,28
44,1967,10
37,1225,0
40,1288,67
43,1380,48
40,1090,0
40,1090,0
33,907,22
33,907,22
32,2203,33
32,2203,33
35,1592,51
35,1592,51
41,1848,3
41,1848,3
42,1888,41
41,1863,23
38,1726,3
29,1295,42
34,1525,45
38,1737,56
35,1592,1
36,1625,50
37,1689,12
36,1658,48
40,1783,27
39,1751,37
39,1751,37
39,1772,41
39,1772,41
41,1829,39
41,1829,39
41,1854,14
41,1854,14
39,1756,0
39,1756,0
31,1414,31
31,1414,31
36,1653,42
41,1849,30
43,1911,16
43,1909,23
32,1420,0
31,1410,32
33,1628,43
34,1516,0
34,1517,9
35,1553,12
35,1591,9
35,1600,5
35,1598,3
33,1470,0
31,1416,0
31,1391,0
33,1515,30
36,1600,15
22,1070,0
20,1416,19
19,1472,3
31,2210,68
31,1378,39
34,1570,49
0,1878,61
43,2024,27
44,1990,4
39,1722,10
42,1931,65
42,1931,65
48,1276,0
48,1276,0
51,1659,61
51,1659,61
52,1688,40
52,1688,40
53,1711,25
53,1711,25
54,1755,27
54,1755,27
56,1822,62
56,1822,62
56,1806,16
56,1806,16
53,1685,4
53,1685,4
48,1536,5
48,1536,5
45,1461,19
45,1461,19
43,1384,0
43,1384,0
44,1433,37
44,1433,37
46,1475,3
46,1475,3
44,1408,0
44,1408,0
45,1444,18
45,1444,18
49,1568,49
49,1568,49
48,1539,40
48,1539,40
49,1584,44
49,1584,44
51,1637,41
51,1637,41
52,1681,33
51,1652,34
50,1598,1
46,1492,5
37,882,21
30,912,21
25,919,21
18,982,0
20,1388,54
24,1705,67
39,2809,85
45,2061,84
48,1781,0
47,1514,69
50,1621,61
53,1727,47
57,1850,70
60,1940,51
59,1452,61
59,1423,4
58,1384,17
52,1269,0
48,1179,0
46,1101,0
47,1142,81
48,1187,58
48,1187,58
48,1193,58
48,1193,58
51,1208,72
51,1208,72
56,1363,0
56,1363,0
61,1438,71
61,1438,71
63,1528,7
61,1405,0
0,1333,0
0,1595,0
50,1614,29
51,1651,18
51,1614,9
50,1619,34
52,1690,29
56,1822,69
64,2060,65
65,2078,0
65,2078,0
64,2055,4
64,2055,4
62,2001,40
62,2001,40
61,1949,0
61,1949,0
62,1989,6
62,1989,6
60,1907,0
60,1907,0
59,1914,5
59,1914,5
60,1943,1
60,1943,1
58,1857,0
58,1857,0
54,1707,0
54,1707,0
48,1544,0
40,1262,0
37,1596,31
43,1968,58
42,1966,16
46,2070,47
53,2408,76
57,1844,78
56,1828,43
56,1814,4
56,1814,4
54,1761,32
54,1761,32
54,1755,37
55,1798,40
55,1791,5
63,2044,59
66,1046,19
66,1574,7
66,1606,56
69,1680,58
67,1619,1
67,1619,1
67,1619,1
63,1531,9
63,1531,9
63,1531,9
63,1536,50
63,1536,50
63,1536,50
68,1649,63
68,1649,63
68,1649,63
70,1682,15
70,1682,15
68,1657,12
69,1685,41
68,1619,0
64,1497,0
60,1472,58
65,1583,74
69,1675,43
69,1675,43
69,1664,16
69,1664,16
70,1703,34
70,1703,34
68,1653,4
68,1653,4
63,1530,37
63,1530,37
66,1606,48
66,1606,48
65,1567,2
65,1557,42
65,1669,42
71,1697,38
76,1839,65
79,1910,45
79,1859,17
79,1781,0
71,1720,0
71,1677,0
64,1559,0
64,1559,0
64,1532,13
64,1532,13
62,1507,1
62,1507,1
61,1488,3
61,1488,3
55,1328,0
55,1328,0
55,1302,10
55,1333,33
57,1375,5
55,1310,0
47,1137,0
47,1137,0
50,1212,58
50,1212,58
50,923,9
50,923,9
51,1642,30
51,1642,30
56,1794,44
61,1957,43
62,1980,38
60,1885,11
56,1846,20
56,1792,40
53,1686,5
47,1520,0
44,1420,25
45,1450,59
49,1594,60
50,1615,13
56,1798,70
60,1665,0
61,1485,54
61,1491,19
62,1521,19
61,1480,0
61,1492,29
63,1545,57
66,1606,34
66,1606,34
66,1620,49
66,1620,49
66,1615,5
66,1615,5
65,1590,2
65,1590,2
65,1591,10
65,1591,10
66,1610,16
68,1655,20
68,1491,0
67,901,21
62,917,21
63,916,22
61,917,22
58,922,21
59,918,0
48,915,0
47,918,0
43,917,22
41,922,21
39,922,23
37,0,22
31,896,23
31,920,23
0,2094,2
0,1817,32
43,1939,18
41,897,14
39,1267,69
40,1297,13
39,1273,45
43,1382,27
44,1436,44
45,1446,29
47,1505,27
45,1432,25
50,1610,41
50,1628,3
50,1628,3
51,1649,40
51,1649,40
53,1709,45
53,1709,45
53,1698,5
53,1698,5
50,1603,16
50,1603,16
49,1586,52
48,1562,27
47,1534,24
50,1619,37
55,1787,41
60,1925,54
62,1148,0
64,1569,52
67,1635,25
66,1618,21
66,1600,19
63,1538,0
60,1449,18
59,1435,23
58,1438,11
57,1386,9
53,1281,0
50,1602,35
51,1627,33
53,1716,36
54,1717,9
52,1685,30
53,1698,28
51,1637,0
51,1637,29
53,1718,41
53,1718,41
56,1805,44
56,1805,44
57,1846,43
57,1846,43
56,1813,32
56,1813,32
55,1785,41
55,1785,41
55,1776,41
57,1830,41
56,1835,0
53,1587,14
33,0,19
30,1410,48
30,1338,15
30,1338,15
29,1381,69
29,1381,69
38,1477,82
38,1477,82
45,1986,60
45,1986,60
45,2274,60
45,2274,60
45,2274,60
45,2401,26
45,2401,26
45,2401,26
45,2376,32
49,2233,14
49,2239,36
51,1373,0
51,1651,34
54,1749,11
58,1874,40
61,1957,0
60,1924,9
59,1931,34
62,1991,63
68,2188,61
69,1834,0
67,1640,42
68,1661,40
68,1657,27
71,1717,46
73,1778,36
72,1779,17
72,1779,17
72,1779,17
73,1763,42
73,1763,42
73,1763,42
72,1754,40
72,1754,40
72,1754,40
71,1740,40
71,1740,40
71,1740,40
72,1759,69
72,1759,69
72,1759,69
75,1822,57
76,1852,21
76,1838,25
72,1730,0
71,1720,70
69,1689,0
63,1450,0
50,900,22
45,915,21
45,1439,18
44,1407,9
29,872,23
18,850,50
27,1227,84
28,1442,79
42,1889,72
50,2302,66
57,2571,60
56,1818,0
51,1643,0
46,1476,0
46,1476,0
46,1476,0
46,1474,49
46,1474,49
46,1474,49
48,1561,68
48,1561,68
48,1561,68
48,1397,68
48,1397,68
48,1397,68
45,1381,0
45,1381,0
28,886,0
16,1275,0
23,1247,70
29,1247,7
29,1563,0
25,1214,0
21,843,0
21,743,69
21,1030,9
13,948,67
22,1602,64
31,1447,0
37,1662,38
38,1690,2
31,1427,0
28,1253,0
23,1061,0
20,934,6
19,1334,23
22,1545,31
20,1405,0
19,1333,16
21,1482,14
22,1553,21
25,1789,32
25,1797,7
22,1555,0
20,1416,1
8,867,26
4,875,50
10,1299,48
10,1299,48
22,2620,10
22,2620,10
22,1522,23
22,1522,23
25,1731,6
25,1731,6
23,1600,0
23,1600,0
25,1737,27
27,1890,7
27,1929,3
26,870,18
27,909,21
28,916,21
24,920,22
13,919,23
10,830,58
11,845,71
12,909,43
17,918,23
15,918,23
12,920,23
4,917,23
6,849,23
11,785,3
17,1220,3
26,878,1
25,984,1
25,1124,63
25,1124,63
30,0,48
30,0,48
30,1387,19
30,1387,19
30,1344,9
30,1344,9
30,897,23
30,897,23
30,897,23
15,918,23
15,921,24
8,916,23
3,921,23
2,922,23
0,848,22
0,773,38
0,775,40
0,778,40
0,777,40
0,778,40
0,779,41
0,769,25
0,781,23
0,777,23
0,778,23
0,780,23
0,781,22
0,781,22
0,781,22
0,781,22
0,781,22
